warmstarted from /Users/Hao-Yuan/game_of_life_demo/.claude/worktrees/representation-similarity/representation_similarity/CNN_toy_model/model1/checkpoints/best.pt (epoch 3)
device=cpu  params=109  m=4  lr=0.0001  k=3  warmup_epochs=40  random_frac=0.5
ep   1/60  p=0.03  loss=0.0273  pattern F1=1.0000  random F1=1.0000 rec=1.0000  rollout_diff@10=0.0 @20=0.0  13.6s
ep   2/60  p=0.05  loss=0.0220  pattern F1=1.0000  random F1=1.0000 rec=1.0000  rollout_diff@10=0.0 @20=0.0  13.9s
ep   3/60  p=0.07  loss=0.0183  pattern F1=1.0000  random F1=1.0000 rec=1.0000  rollout_diff@10=0.0 @20=0.0  13.9s
ep   4/60  p=0.10  loss=0.0151  pattern F1=1.0000  random F1=1.0000 rec=1.0000  rollout_diff@10=0.0 @20=0.0  14.0s
ep   5/60  p=0.12  loss=0.0122  pattern F1=1.0000  random F1=1.0000 rec=1.0000  rollout_diff@10=0.0 @20=0.0  14.0s
ep   6/60  p=0.15  loss=0.0101  pattern F1=1.0000  random F1=1.0000 rec=1.0000  rollout_diff@10=0.0 @20=0.0  14.1s
ep   7/60  p=0.17  loss=0.0084  pattern F1=1.0000  random F1=1.0000 rec=1.0000  rollout_diff@10=0.0 @20=0.0  14.1s
ep   8/60  p=0.20  loss=0.0072  pattern F1=1.0000  random F1=1.0000 rec=1.0000  rollout_diff@10=0.0 @20=0.0  14.4s
ep   9/60  p=0.23  loss=0.0057  pattern F1=1.0000  random F1=1.0000 rec=1.0000  rollout_diff@10=0.0 @20=0.0  14.2s
ep  10/60  p=0.25  loss=0.0048  pattern F1=1.0000  random F1=1.0000 rec=1.0000  rollout_diff@10=0.0 @20=0.0  14.3s
ep  11/60  p=0.28  loss=0.0039  pattern F1=1.0000  random F1=1.0000 rec=1.0000  rollout_diff@10=0.0 @20=0.0  14.2s
ep  12/60  p=0.30  loss=0.0032  pattern F1=1.0000  random F1=1.0000 rec=1.0000  rollout_diff@10=0.0 @20=0.0  14.3s
ep  13/60  p=0.33  loss=0.0026  pattern F1=1.0000  random F1=1.0000 rec=1.0000  rollout_diff@10=0.0 @20=0.0  14.3s
ep  14/60  p=0.35  loss=0.0022  pattern F1=1.0000  random F1=1.0000 rec=1.0000  rollout_diff@10=0.0 @20=0.0  14.3s
ep  15/60  p=0.38  loss=0.0019  pattern F1=1.0000  random F1=1.0000 rec=1.0000  rollout_diff@10=0.0 @20=0.0  14.4s
ep  16/60  p=0.40  loss=0.0016  pattern F1=1.0000  random F1=1.0000 rec=1.0000  rollout_diff@10=0.0 @20=0.0  14.4s
ep  17/60  p=0.42  loss=0.0013  pattern F1=1.0000  random F1=1.0000 rec=1.0000  rollout_diff@10=0.0 @20=0.0  14.3s
ep  18/60  p=0.45  loss=0.0011  pattern F1=1.0000  random F1=1.0000 rec=1.0000  rollout_diff@10=0.0 @20=0.0  14.4s
ep  19/60  p=0.47  loss=0.0010  pattern F1=1.0000  random F1=1.0000 rec=1.0000  rollout_diff@10=0.0 @20=0.0  14.4s
ep  20/60  p=0.50  loss=0.0008  pattern F1=1.0000  random F1=1.0000 rec=1.0000  rollout_diff@10=0.0 @20=0.0  14.4s
ep  21/60  p=0.53  loss=0.0007  pattern F1=1.0000  random F1=1.0000 rec=1.0000  rollout_diff@10=0.0 @20=0.0  14.5s
ep  22/60  p=0.55  loss=0.0006  pattern F1=1.0000  random F1=1.0000 rec=1.0000  rollout_diff@10=0.0 @20=0.0  14.4s
ep  23/60  p=0.57  loss=0.0005  pattern F1=1.0000  random F1=1.0000 rec=1.0000  rollout_diff@10=0.0 @20=0.0  14.5s
ep  24/60  p=0.60  loss=0.0005  pattern F1=1.0000  random F1=1.0000 rec=1.0000  rollout_diff@10=0.0 @20=0.0  14.5s
ep  25/60  p=0.62  loss=0.0004  pattern F1=1.0000  random F1=1.0000 rec=1.0000  rollout_diff@10=0.0 @20=0.0  14.5s
ep  26/60  p=0.65  loss=0.0004  pattern F1=1.0000  random F1=1.0000 rec=1.0000  rollout_diff@10=0.0 @20=0.0  14.4s
ep  27/60  p=0.68  loss=0.0003  pattern F1=1.0000  random F1=1.0000 rec=1.0000  rollout_diff@10=0.0 @20=0.0  14.4s
ep  28/60  p=0.70  loss=0.0003  pattern F1=1.0000  random F1=1.0000 rec=1.0000  rollout_diff@10=0.0 @20=0.0  14.3s
ep  29/60  p=0.72  loss=0.0002  pattern F1=1.0000  random F1=1.0000 rec=1.0000  rollout_diff@10=0.0 @20=0.0  14.4s
ep  30/60  p=0.75  loss=0.0002  pattern F1=1.0000  random F1=1.0000 rec=1.0000  rollout_diff@10=0.0 @20=0.0  14.4s
ep  31/60  p=0.78  loss=0.0002  pattern F1=1.0000  random F1=1.0000 rec=1.0000  rollout_diff@10=0.0 @20=0.0  14.5s
ep  32/60  p=0.80  loss=0.0002  pattern F1=1.0000  random F1=1.0000 rec=1.0000  rollout_diff@10=0.0 @20=0.0  14.3s
ep  33/60  p=0.82  loss=0.0002  pattern F1=1.0000  random F1=1.0000 rec=1.0000  rollout_diff@10=0.0 @20=0.0  14.4s
ep  34/60  p=0.85  loss=0.0002  pattern F1=1.0000  random F1=1.0000 rec=1.0000  rollout_diff@10=0.0 @20=0.0  14.3s
ep  35/60  p=0.88  loss=0.0001  pattern F1=1.0000  random F1=1.0000 rec=1.0000  rollout_diff@10=0.0 @20=0.0  14.4s
ep  36/60  p=0.90  loss=0.0001  pattern F1=1.0000  random F1=1.0000 rec=1.0000  rollout_diff@10=0.0 @20=0.0  14.4s
ep  37/60  p=0.93  loss=0.0001  pattern F1=1.0000  random F1=1.0000 rec=1.0000  rollout_diff@10=0.0 @20=0.0  14.4s
ep  38/60  p=0.95  loss=0.0001  pattern F1=1.0000  random F1=1.0000 rec=1.0000  rollout_diff@10=0.0 @20=0.0  14.4s
ep  39/60  p=0.97  loss=0.0001  pattern F1=1.0000  random F1=1.0000 rec=1.0000  rollout_diff@10=0.0 @20=0.0  14.5s
ep  40/60  p=1.00  loss=0.0001  pattern F1=1.0000  random F1=1.0000 rec=1.0000  rollout_diff@10=0.0 @20=0.0  14.4s
ep  41/60  p=1.00  loss=0.0001  pattern F1=1.0000  random F1=1.0000 rec=1.0000  rollout_diff@10=0.0 @20=0.0  14.4s
ep  42/60  p=1.00  loss=0.0001  pattern F1=1.0000  random F1=1.0000 rec=1.0000  rollout_diff@10=0.0 @20=0.0  14.5s
ep  43/60  p=1.00  loss=0.0001  pattern F1=1.0000  random F1=1.0000 rec=1.0000  rollout_diff@10=0.0 @20=0.0  14.5s
ep  44/60  p=1.00  loss=0.0001  pattern F1=1.0000  random F1=1.0000 rec=1.0000  rollout_diff@10=0.0 @20=0.0  14.4s
ep  45/60  p=1.00  loss=0.0001  pattern F1=1.0000  random F1=1.0000 rec=1.0000  rollout_diff@10=0.0 @20=0.0  14.5s
ep  46/60  p=1.00  loss=0.0001  pattern F1=1.0000  random F1=1.0000 rec=1.0000  rollout_diff@10=0.0 @20=0.0  14.4s
ep  47/60  p=1.00  loss=0.0001  pattern F1=1.0000  random F1=1.0000 rec=1.0000  rollout_diff@10=0.0 @20=0.0  14.3s
ep  48/60  p=1.00  loss=0.0001  pattern F1=1.0000  random F1=1.0000 rec=1.0000  rollout_diff@10=0.0 @20=0.0  14.2s
ep  49/60  p=1.00  loss=0.0001  pattern F1=1.0000  random F1=1.0000 rec=1.0000  rollout_diff@10=0.0 @20=0.0  14.1s
ep  50/60  p=1.00  loss=0.0001  pattern F1=1.0000  random F1=1.0000 rec=1.0000  rollout_diff@10=0.0 @20=0.0  14.2s
ep  51/60  p=1.00  loss=0.0001  pattern F1=1.0000  random F1=1.0000 rec=1.0000  rollout_diff@10=0.0 @20=0.0  14.1s
ep  52/60  p=1.00  loss=0.0001  pattern F1=1.0000  random F1=1.0000 rec=1.0000  rollout_diff@10=0.0 @20=0.0  14.2s
ep  53/60  p=1.00  loss=0.0001  pattern F1=1.0000  random F1=1.0000 rec=1.0000  rollout_diff@10=0.0 @20=0.0  14.1s
ep  54/60  p=1.00  loss=0.0001  pattern F1=1.0000  random F1=1.0000 rec=1.0000  rollout_diff@10=0.0 @20=0.0  14.2s
